query,searched,scroll_ahead,id
الاخبار الرياضيه,False,0,1077
فرانس فوتبول,False,0,1078
صحيفه سبورت,False,0,1079
رياضه,False,0,1080
الوطن رياضه,False,0,1081
مواعيد مباريات,False,0,1082
الجزيره رياضه,False,0,1083
كالتشيو,False,0,1084
ميدسو,False,0,1085
ميدو,False,0,1086
فيفا,False,0,1087
بنغازي,False,0,1088
مصراته,False,0,1089
بليبيا,False,0,1090
بني وليد,False,0,1091
درنه,False,0,1092
وليبيا,False,0,1093
الليبين,False,0,1094
البلاد,False,0,1095
ورشفانه,False,0,1096
والجزيره,False,0,1097
الجزيره الرياضيه,False,0,1098
العربيه,False,0,1099
الجزيزه,False,0,1100
الجزير,False,0,1101
قناه الجزيره الرياضيه,False,0,1102
الحزيره,False,0,1103
المنار,False,0,1104
الجزيره القطريه,False,0,1105
مقابلته,False,0,1106
لقاء صحفي,False,0,1107
المقابله,False,0,1108
مناظره,False,0,1109
مقابله تلفزيونيه,False,0,1110
مقابلتي,False,0,1111
حلقه,False,0,1112
مداخله هاتفيه,False,0,1113
جلسه,False,0,1114
حوار صحفي,False,0,1115
زياره,False,0,1116
بمقابله,False,0,1117
مقابله خاصه,False,0,1118
مقابلتها,False,0,1119
مداخلته,False,0,1120
صنعاء,False,0,1121
عدن,False,0,1122
الجنوب,False,0,1123
مارب,False,0,1124
حضرموت,False,0,1125
الحوثين,False,0,1126
صعده,False,0,1127
باليمن,False,0,1128
تعز,False,0,1129
جنوب اليمن,False,0,1130
الحوثي,False,0,1131
شمال اليمن,False,0,1132
اليمنين,False,0,1133
الجنوب العربي,False,0,1134
لليمن,False,0,1135
واليمن,False,0,1136
التحالف,False,0,1137
شبوه,False,0,1138
الشعب اليمني,False,0,1139
تليفزيون,False,0,1140
تلفزون,False,0,1141
التلفزيون,False,0,1142
وتلفزيون,False,0,1143
بتلفزيون,False,0,1144
تلفزيونات,False,0,1145
رسيفر,False,0,1146
ريسيفر,False,0,1147
لتلفزيون,False,0,1148
شاشه,False,0,1149
ام بي سي,False,0,1150
تلفاز,False,0,1151
مراسل,False,0,1152
سينما,False,0,1153
القناه الثانيه,False,0,1154
الشوتايم,False,0,1155
شوتايم,False,0,1156
مذيع,False,0,1157
القدس,False,0,1158
الضفه,False,0,1159
وفلسطين,False,0,1160
الاقصي,False,0,1161
فلسطين المحتله,False,0,1162
وغزه,False,0,1163
بفلسطين,False,0,1164
الجولان,False,0,1165
والقدس,False,0,1166
فلسطين الحبيبه,False,0,1167
لفلسطين,False,0,1168
المملكه العربيه,False,0,1169
دوله الكويت,False,0,1170
مملكتنا,False,0,1171
المنطقه الشرقيه,False,0,1172
العربيه السعوديه,False,0,1173
مملكتنا الغاليه,False,0,1174
بلاد الحرمين,False,0,1175
دولتنا,False,0,1176
الخليج العربي,False,0,1177
الجزيره العربيه,False,0,1178
المملكه في,False,0,1179
لكويت,False,0,1180
والكويت,False,0,1181
بالكويت,False,0,1182
الكوبت,False,0,1183
الجهراء,False,0,1184
فالكويت,False,0,1185
المملكه العربيه السعوديه,False,0,1186
الكويت الحبيبه,False,0,1187
ديرتنا,False,0,1188
للكويت,False,0,1189
الديره,False,0,1190
وسياسه,False,0,1191
سياسات,False,0,1192
بسياسه,False,0,1193
ثقافه,False,0,1194
حكومه,False,0,1195
ديكتاتوريه,False,0,1196
اجنده,False,0,1197
استراتيجيه,False,0,1198
سياستها,False,0,1199
سياسيه,False,0,1200
سياسه الدوله,False,0,1201
خطه,False,0,1202
فرق تسد,False,0,1203
ديمقراطيه,False,0,1204
مبادئ,False,0,1205
معارضه,False,0,1206
استراتجيه,False,0,1207
انظمه,False,0,1208
قوانين,False,0,1209
اجندات,False,0,1210
سياسته,False,0,1211
سياستهم,False,0,1212
سياسي,False,0,1213
المصريه,False,0,1214
الخليجيه,False,0,1215
الفرنسيه,False,0,1216
الاجنبيه,False,0,1217
والعربيه,False,0,1218
التركيه,False,0,1219
الاوروبيه,False,0,1220
الغربيه,False,0,1221
المحليه,False,0,1222
الامريكيه,False,0,1223
العبريه,False,0,1224
العالميه,False,0,1225
عربيه,False,0,1226
السوريه,False,0,1227
الوطنيه,False,0,1228
القطريه,False,0,1229
الالمانيه,False,0,1230
المغاربيه,False,0,1231
الافريقيه,False,0,1232
الاسلاميه,False,0,1233
الليبيه,False,0,1234
الاوربيه,False,0,1235
الكويتيه,False,0,1236
اليوم السابع,False,0,1237
برس نيوز,False,0,1238
البوابه نيوز,False,0,1239
اهم الانباء,False,0,1240
شبكه خبر,False,0,1241
الجورنالجي,False,0,1242
صحافه القاهره,False,0,1243
اخبار يوم بيوم,False,0,1244
المصري اليوم,False,0,1245
صدي البلد,False,0,1246
المرصد المصري,False,0,1247
رصد,False,0,1248
اعلام كاذب,False,0,1249
بوابه فيتو,False,0,1250
اخبار حصري,False,0,1251
مصراوي,False,0,1252
منتديات المطاريد,False,0,1253
اخبار اليمن,False,0,1254
بوابه الاهرام,False,0,1255
الاقباط متحدون,False,0,1256
صحافه نت,False,0,1257
اخباراليمن,False,0,1258
المؤتمر نت,False,0,1259
اخبار اليمن العاجله,False,0,1260
مارب برس,False,0,1261
يمن برس,False,0,1262
المشهد اليمني,False,0,1263
التغير نت,False,0,1264
يافع نيوز,False,0,1265
شاهد بالصوره,False,0,1266
المصدر اونلاين,False,0,1267
نداء الاخب,False,0,1268
يمن فويس,False,0,1269
اكرم الجولحي,False,0,1270
موسوعه اليمن الاخباريه,False,0,1271
صحيفه الحدث,False,0,1272
مصرع شقيقي,False,0,1273
محافظ عدن,False,0,1274
جماعه الحوثي,False,0,1275
يمنات,False,0,1276
وكاله خبر,False,0,1277
محافظه تعز,False,0,1278
العاجله,False,0,1279
لاذاعه,False,0,1280
راديو,False,0,1281
واذاعه,False,0,1282
اذاعه صوت,False,0,1283
باذاعه,False,0,1284
عبر اذاعه,False,0,1285
الاذاعه,False,0,1286
اداعه,False,0,1287
لقناه,False,0,1288
الاذاعي,False,0,1289
وراديو,False,0,1290
افتتاح قناه,False,0,1291
ردايو,False,0,1292
راديوا,False,0,1293
بقناه,False,0,1294
قتاه,False,0,1295
فقناه,False,0,1296
قناتي,False,0,1297
فضائيه,False,0,1298
قناتها,False,0,1299
الفضائيه,False,0,1300
